;titulo;region;tipo inmueble;proposito;direccion;orientacion;antiguedad;m2 totales;m2_utiles;terraza;m2_terraza;ambientes;habitaciones;banos;estacionamiento;bodega;piso de apartamento;cantidad de pisos edificio;apartamentos por piso;gastos comunes;precio;precio por m2;latitud;longitud;url
20;Departamento Excelente Ubicación Y Confortable;coquimbo;departamento;arriendo;Avenida Libertad 587, La Serena, Chile, Puerta del Mar, La Serena, Coquimbo;0;0;78;3;Si;3;0;3;2;1;0;0;0;0;0;645000;8269,230769;-29,87237;-71,24175;https://www.portalinmobiliario.com/MLC-1489552436-departamento-excelente-ubicacion-y-confortable-_JM#position=21&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
21;Depto Amoblado | Semi-nuevo;coquimbo;departamento;arriendo;Avenida Los Pescadores 5400 - 5700, La Serena, Chile, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;0;-29,94057;-71,28669;https://www.portalinmobiliario.com/MLC-1438113476-depto-amoblado-semi-nuevo-_JM#position=22&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
22;Entre Enjoy Y 4 Esquinas;coquimbo;departamento;arriendo;Entre Enjoy Y 4 Esquinas, Avenida del Mar, La Serena, Coquimbo;P;8 años;50;50;0;0;1;1;1;1;0;0;0;0;0;370000;7400;-29,90571;-71,27382;https://www.portalinmobiliario.com/MLC-1527777262-entre-enjoy-y-4-esquinas-_JM#position=23&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
23;Arriendo Año Corrido  Depto Amueblado Con Estacionamiento Y;coquimbo;departamento;arriendo;Los Lucumos Poniente Con Avda Pacifico, Avenida del Mar, La Serena, Coquimbo;0;0;85;72;0;0;5;3;2;1;0;0;0;0;0;650000;7647,058824;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1542307348-arriendo-ano-corrido-depto-amueblado-con-estacionamiento-y-_JM#position=24&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
24;Arriendo Abril A Diciembre  Depto Amueblado Con Estacionamie;coquimbo;departamento;arriendo;Los Lucumos Poniente Con Avda Pacifico, Avenida del Mar, La Serena, Coquimbo;0;0;85;72;0;0;5;3;2;1;0;0;0;0;0;500000;5882,352941;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1542294400-arriendo-abril-a-diciembre-depto-amueblado-con-estacionamie-_JM#position=25&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
25;Año Corrido , /depto Nuevo ;coquimbo;departamento;arriendo;Año Corrido , ,depto Nuevo, La Florida, La Serena, Coquimbo;O;1 años;60;60;0;0;3;3;1;1;0;0;0;0;0;450000;7500;-29,91732;-71,20386;https://www.portalinmobiliario.com/MLC-1527805256-ano-corrido-depto-nuevo-_JM#position=26&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
26;Dpto En La Serena, Amoblado, Frente Al Mar, Hermoso;coquimbo;departamento;arriendo;Avenida Costanera 5425, Coquimbo, Chile, Avenida del Mar, La Serena, Coquimbo;NOSP;9 años;72;68;Si;4;0;2;2;1;1;8;23;10;0;630000;8750;-29,91833;-71,27587;https://www.portalinmobiliario.com/MLC-1524581554-dpto-en-la-serena-amoblado-frente-al-mar-hermoso-_JM#position=27&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
27;Arriendo Departamento Gabriela Mistral Con Los Arrayanes La;coquimbo;departamento;arriendo;Gabriela Mistral Con Los Arrayanes, La Pampa, La Serena, Coquimbo;Oriente;0 años;58;56;Si;2;0;3;1;1;0;3;5;0;0;600000;10344,82759;-29,93266;-71,24736;https://www.portalinmobiliario.com/MLC-1373396091-arriendo-departamento-gabriela-mistral-con-los-arrayanes-la-_JM#position=28&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
28;Av Del Mar ;coquimbo;departamento;arriendo;Av Del Mar, Avenida del Mar, La Serena, Coquimbo;P;6 años;86;80;Si;6;3;3;2;1;0;24;16;6;0;700000;8139,534884;-29,90557;-71,27393;https://www.portalinmobiliario.com/MLC-1371711983-av-del-mar-_JM#position=29&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
29;Amplio Depto. Cercano Al Faro;coquimbo;departamento;arriendo;Amplio Depto. Cercano Al Faro, Puerta del Mar, La Serena, Coquimbo;NP;1 años;74;74;0;0;3;3;2;1;1;3;0;6;0;550000;7432,432432;-29,9013;-71,26327;https://www.portalinmobiliario.com/MLC-1372344091-amplio-depto-cercano-al-faro-_JM#position=30&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
30;Se Arrienda Departamento En Playa Herradura Primera Línea.;coquimbo;departamento;arriendo;María Angélica 99, Coquimbo, Chile, Coquimbo, Coquimbo;SO;3 años;50;45;Si;5;0;2;1;1;0;9;12;6;0;490000;9800;-29,96241;-71,24744;https://www.portalinmobiliario.com/MLC-1373543581-se-arrienda-departamento-en-playa-herradura-primera-linea-_JM#position=31&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
31;Pacifico / 4 Esquinas ;coquimbo;departamento;arriendo;Pacifico , 4 Esquinas, Avenida del Mar, La Serena, Coquimbo;P;2 años;83;83;0;0;3;3;2;0;0;0;0;0;0;600000;7228,915663;-29,90571;-71,27382;https://www.portalinmobiliario.com/MLC-1527751634-pacifico-4-esquinas-_JM#position=32&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
32;Marzo A Diciembre Condominio Piedra Roja;coquimbo;departamento;arriendo;Marzo A Diciembre Condominio Piedra Roja, La Pampa, La Serena, Coquimbo;SP;0;55;55;0;0;2;2;1;1;0;0;5;10;0;450000;8181,818182;-29,93054;-71,25668;https://www.portalinmobiliario.com/MLC-1372427279-marzo-a-diciembre-condominio-piedra-roja-_JM#position=33&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
33;Av Pacifico / Cuatro Esquinas ;coquimbo;departamento;arriendo;Av Pacifico , Cuatro Esquinas, Avenida del Mar, La Serena, Coquimbo;0;1 años;64;64;Si;6;2;2;2;0;0;6;0;4;0;500000;7812,5;-29,92662;-71,27852;https://www.portalinmobiliario.com/MLC-1372374809-av-pacifico-cuatro-esquinas-_JM#position=34&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
34;Departamento En Arriendo Condominio Terrazas Del Santo;coquimbo;departamento;arriendo;Av. El Santo 3417, La Serena, Coquimbo, Chile, La Pampa, La Serena, Coquimbo;NP;12 años;86;76;Si;10;0;3;2;1;0;0;4;0;0;600000;6976,744186;-29,93062;-71,26219;https://www.portalinmobiliario.com/MLC-1527825698-departamento-en-arriendo-condominio-terrazas-del-santo-_JM#position=35&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
35;La Herradura Acceso Directo A La Playa. Departamento 3d/2b;coquimbo;departamento;arriendo;Condominio Costamar, La Herradura, La Herradura, Coquimbo, Coquimbo;Nor-Poniente;11 años;98;94;Si;4;0;3;2;1;1;2;10;3;0;600000;6122,44898;-29,98399;-71,36578;https://www.portalinmobiliario.com/MLC-1372836971-la-herradura-acceso-directo-a-la-playa-departamento-3d2b-_JM#position=36&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
36;Arriendo Departamento Sector Puertas Del Mar;coquimbo;departamento;arriendo;Avenida Pacifico 610, Avenida del Mar, La Serena, Coquimbo;Sur;3 años;55;51;Si;4;0;2;2;1;0;2;5;8;0;450000;8181,818182;-29,90835;-71,27426;https://www.portalinmobiliario.com/MLC-1373444275-arriendo-departamento-sector-puertas-del-mar-_JM#position=37&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
37;Av Pacífico ;coquimbo;departamento;arriendo;Av Pacífico, Avenida del Mar, La Serena, Coquimbo;SP;2 años;70;62;Si;8;2;2;2;1;1;10;10;6;0;700000;10000;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1524682366-av-pacifico-_JM#position=38&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
38;Av Pacifico;coquimbo;departamento;arriendo;Av Pacifico, Avenida del Mar, La Serena, Coquimbo;O;2 años;75;70;Si;5;3;3;2;1;0;4;4;10;0;580000;7733,333333;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1539784330-av-pacifico-_JM#position=39&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
39;Edificio Monjitas Oriente- Vista Oriente Piso 2;coquimbo;departamento;arriendo;Monjitas Oriente 22867, Las Compañías, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;318000;0;-29,87608;-71,23035;https://www.portalinmobiliario.com/MLC-1541193554-edificio-monjitas-oriente-vista-oriente-piso-2-_JM#position=40&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
40;Av Pacifico ;coquimbo;departamento;arriendo;Av Pacifico, Avenida del Mar, La Serena, Coquimbo;N;12 años;66;62;Si;4;3;3;1;1;1;6;2;4;0;530000;8030,30303;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1527636432-av-pacifico-_JM#position=41&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
41;Av Del Mar ;coquimbo;departamento;arriendo;Av Del Mar, Avenida del Mar, La Serena, Coquimbo;O;8 años;63;58;Si;5;2;2;1;1;0;26;21;10;0;500000;7936,507937;-29,90557;-71,27393;https://www.portalinmobiliario.com/MLC-1527563690-av-del-mar-_JM#position=42&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
42;Laguna Del Mar ;coquimbo;departamento;arriendo;Laguna Del Mar, Puerta del Mar, La Serena, Coquimbo;P;12 años;68;60;Si;8;2;2;2;1;1;13;10;4;0;670000;9852,941176;-29,90109;-71,27116;https://www.portalinmobiliario.com/MLC-1524749958-laguna-del-mar-_JM#position=43&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
43;Arriendo Año Corrido Sector Puertas Del Mar ;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1527635922-arriendo-ano-corrido-sector-puertas-del-mar-_JM#position=44&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
44;Arriendo Año Corrido!!lindo Departamento,el Milagro;coquimbo;departamento;arriendo;Los Arrayanes 1277, San Joaquín, La Serena, Coquimbo;0;0;72;72;0;0;0;3;2;1;0;0;0;0;0;550000;7638,888889;-29,9436;-71,25069;https://www.portalinmobiliario.com/MLC-1372671257-arriendo-ano-corridolindo-departamentoel-milagro-_JM#position=45&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
45;Arriendo Año Corrido, Departamento Amoblado, La Florida, La;coquimbo;departamento;arriendo;Avenida Araucanía 5427, La Florida, La Serena, Coquimbo;0;0;58;0;0;0;4;3;1;1;0;0;0;0;0;430000;7413,793103;-29,91732;-71,20386;https://www.portalinmobiliario.com/MLC-1524658992-arriendo-ano-corrido-departamento-amoblado-la-florida-la-_JM#position=46&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
46;Impecable Departamento Barrio Universitario;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1371634121-impecable-departamento-barrio-universitario-_JM#position=47&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
47;Pje. El Encuentro;coquimbo;departamento;arriendo;Pje. El Encuentro, Las Compañías, La Serena, Coquimbo;O;2015 años;76;76;0;0;3;3;1;1;0;1;0;5;0;390000;5131,578947;-29,88;-71,2514;https://www.portalinmobiliario.com/MLC-1371715187-pje-el-encuentro-_JM#position=48&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
48;Departamento En Arriendo De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1371570787-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM#position=49&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
49;Departamento En Arriendo De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;Alberto Arenas Carvajal 4530, San Joaquín, La Serena, Coquimbo;Norte;4 años;87;77;Si;10;0;3;2;0;1;5;11;4;0;350000;4022,988506;-29,93565;-71,24601;https://www.portalinmobiliario.com/MLC-1372886681-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM#position=50&search_layout=stack&type=item&tracking_id=c5e83cca-210a-473a-b04f-d8bffce3dad7
50;Libertad 201 Dp 102 A;coquimbo;departamento;arriendo;Libertad 201, Puerta del Mar, La Serena, Coquimbo;0;0;40;37;0;0;2;2;1;0;0;0;0;0;0;320000;8000;-29,90258;-71,26021;https://www.portalinmobiliario.com/MLC-1536584170-libertad-201-dp-102-a-_JM#position=1&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
51;Departamento En Arriendo De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;San Joaquín 2011, San Joaquín, La Serena, Coquimbo;Poniente;13 años;115;109;0;0;0;3;2;1;1;2;6;0;0;575000;5000;-29,92159;-71,24417;https://www.portalinmobiliario.com/MLC-1536055808-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM#position=2&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
52;Arriendo Año Corrido Sin Muebles Ni Cocina Condominio Altos;coquimbo;departamento;arriendo;Los Lucumos Con Juan Alberto Arenas Sector El Milagro, San Joaquín, La Serena, Coquimbo;0;0;65;60;0;0;4;3;2;1;0;0;0;0;0;450000;6923,076923;-29,94196;-71,26806;https://www.portalinmobiliario.com/MLC-1373257783-arriendo-ano-corrido-sin-muebles-ni-cocina-condominio-altos-_JM#position=3&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
53;Departamento En Arriendo De 4 Dorm. Av. Del Mar En La Serena;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1000000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1526717578-departamento-en-arriendo-de-4-dorm-av-del-mar-en-la-serena-_JM#position=4&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
54;Departamento En Arriendo La Serena Marzo - Diciembre 2023;coquimbo;departamento;arriendo;Avenida Pacífico Con Puerta Del Mar, Puerta del Mar, La Serena, Coquimbo;Poniente;0 años;62,44;55,44;Si;7;0;2;1;1;0;5;13;0;0;500000;8007,68738;-29,9013;-71,26327;https://www.portalinmobiliario.com/MLC-1536696078-departamento-en-arriendo-la-serena-marzo-diciembre-2023-_JM#position=5&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
55;Departamento En Arriendo De 3 Dorm. En La Serena;coquimbo;departamento;arriendo;Arriendo Depto 3d,2b Frente Al Faro - La Serena, Avenida del Mar, La Serena, Coquimbo;Poniente;0 años;140;120;Si;20;0;3;2;1;1;3;10;10;0;600000;4285,714286;-29,90571;-71,27382;https://www.portalinmobiliario.com/MLC-1524266438-departamento-en-arriendo-de-3-dorm-en-la-serena-_JM#position=6&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
56;Departamento Amoblado En Arriendo De 2d 2b En La Serena;coquimbo;departamento;arriendo;Terrazas Del Sol Iii, Av. Pacífico, Entre Los Perales Y 4 Esquinas (dtv 33.678), Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;0;-29,92635;-71,27843;https://www.portalinmobiliario.com/MLC-1544294500-departamento-amoblado-en-arriendo-de-2d-2b-en-la-serena-_JM#position=7&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
57;Arriendo Año Corrido, Alto Hacienda Coquimbo;coquimbo;departamento;arriendo;Rene Schneider 2031, San Ramon, Coquimbo, Coquimbo;0;0;56;56;0;0;4;3;1;1;0;0;0;0;0;450000;8035,714286;-29,95816;-71,25586;https://www.portalinmobiliario.com/MLC-1371643553-arriendo-ano-corrido-alto-hacienda-coquimbo-_JM#position=8&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
58;Arriendo De Abril A Diciembre Condominio Marina Sol Ii Piso;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1373321835-arriendo-de-abril-a-diciembre-condominio-marina-sol-ii-piso-_JM#position=9&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
59;Arriendo Marzo A Diciembre En Peñuelas Piso 13 La Serena Con;coquimbo;departamento;arriendo;Peñuelas Norte 196, Avenida Costanera, Coquimbo, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;490000;0;-29,98479;-71,36129;https://www.portalinmobiliario.com/MLC-1373321161-arriendo-marzo-a-diciembre-en-penuelas-piso-13-la-serena-con-_JM#position=10&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
60;Avda Del Mar Arriendo Departamento La Serena;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1539309012-avda-del-mar-arriendo-departamento-la-serena-_JM#position=11&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
61;Departamento En Arriendo De 2 Dorm. G.c. Incluido La Serena;coquimbo;departamento;arriendo;Condominio Playa Pacifico, Avenida del Mar, La Serena, Coquimbo;-;11 años;58;50;Si;8;0;2;1;1;0;0;20;4;0;400000;6896,551724;-29,93029;-71,27795;https://www.portalinmobiliario.com/MLC-1524682066-departamento-en-arriendo-de-2-dorm-gc-incluido-la-serena-_JM#position=12&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
62;Departamento En Arriendo De 2 Dorm. En La Serena;coquimbo;departamento;arriendo;Juan Cisternas Esquina Las Higueras , Boulevard San Joaquin, La Serena, Coquimbo;Poniente;0 años;70,24;58,24;Si;12;0;2;2;2;1;2;4;8;0;600000;8542,14123;-29,93104;-71,25046;https://www.portalinmobiliario.com/MLC-1540642048-departamento-en-arriendo-de-2-dorm-en-la-serena-_JM#position=13&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
63;José Luis Daire 1200, Elqui, La Serena;coquimbo;departamento;arriendo;José Luis Daire 1200, Elqui, La Serena, San Joaquín, La Serena, Coquimbo;0;0;88;88;0;0;2;2;2;1;0;0;0;0;0;650000;7386,363636;-29,9223;-71,24238;https://www.portalinmobiliario.com/MLC-1372283949-jose-luis-daire-1200-elqui-la-serena-_JM#position=14&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
64; Avenida Guillermo Ulriksen 1680;coquimbo;departamento;arriendo;Avenida Guillermo Ulriksen 1680, San Joaquín, La Serena, Coquimbo;N;2013 años;65;65;0;0;3;3;3;1;0;1;0;5;0;560000;8615,384615;-29,92185;-71,23555;https://www.portalinmobiliario.com/MLC-1371747317-avenida-guillermo-ulriksen-1680-_JM#position=15&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
65;Arriendo Depto Barrio Universitario V;coquimbo;departamento;arriendo;Arriendo Depto Barrio Universitario V, San Joaquín, La Serena, Coquimbo;N;0;73;73;Si;6;3;3;2;1;1;0;1;0;0;650000;8904,109589;-29,92209;-71,23726;https://www.portalinmobiliario.com/MLC-1371563297-arriendo-depto-barrio-universitario-v-_JM#position=16&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
66;Arriendo Anual;coquimbo;departamento;arriendo;Avenida Del Mar 3600, Avenida del Mar, La Serena, Coquimbo;0;0;148;0;0;0;4;4;3;1;0;0;0;0;0;1000000;6756,756757;-29,92662;-71,27852;https://www.portalinmobiliario.com/MLC-1523940066-arriendo-anual-_JM#position=17&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
67;Departamento En Venta 3d/1b Primer Piso Serena Norte ;coquimbo;departamento;arriendo;Departamento En Venta 3d,1b Primer Piso Serena Norte, Las Compañías, La Serena, Coquimbo;SP;10 años;56;56;0;0;3;3;1;1;0;1;1;4;0;400000;7142,857143;38,89037;-77,03196;https://www.portalinmobiliario.com/MLC-1536594248-departamento-en-venta-3d1b-primer-piso-serena-norte-_JM#position=18&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
68;Arriendo Departamento Sector Peñuelas Año Corrido La Serena.;coquimbo;departamento;arriendo;Peñuelas Norte 196, Coquimbo, Chile, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500000;0;-29,90648;-71,2738;https://www.portalinmobiliario.com/MLC-1372574955-arriendo-departamento-sector-penuelas-ano-corrido-la-serena-_JM#position=19&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
69; Peñuelas Norte 101;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;800000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1524759718-penuelas-norte-101-_JM#position=20&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
70;Departamento En Arriendo Año Corrido, 3d-2b. La Serena;coquimbo;departamento;arriendo;Sector Puertas Del Mar | Venta O Arriendo Depto 3d-2b | La Serena | One Propiedades, Puerta del Mar, La Serena, Coquimbo;Nor-Oriente-Poniente;12 años;98;92;Si;6;0;3;2;1;1;11;13;4;0;1150000;11734,69388;-29,90571;-71,27382;https://www.portalinmobiliario.com/MLC-1545037688-departamento-en-arriendo-ano-corrido-3d-2b-la-serena-_JM#position=21&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
71;Monjitas Oriente 2867 Dpto 923;coquimbo;departamento;arriendo;Monjitas Oriente 2867, Las Compañías, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;320000;0;-29,87608;-71,23035;https://www.portalinmobiliario.com/MLC-1536654254-monjitas-oriente-2867-dpto-923-_JM#position=22&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
72;Se Arrienda Moderno Depto Abril Diciembre ;coquimbo;departamento;arriendo;Peñuelas Norte 196, Elqui, Coquimbo, Chile, Avenida Costanera, Coquimbo, Coquimbo;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;380000;0;-29,98479;-71,36129;https://www.portalinmobiliario.com/MLC-1532316912-se-arrienda-moderno-depto-abril-diciembre-_JM#position=23&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
73;Cond. Doña Marina Ii (full Equipado);coquimbo;departamento;arriendo;Cond. Doña Marina Ii (full Equipado), Tierras Blancas, Coquimbo, Coquimbo;Sur-Poniente;13 años;45;45;0;0;0;3;1;1;0;5;6;12;0;450000;10000;-29,95361;-71,2638;https://www.portalinmobiliario.com/MLC-1547318264-cond-dona-marina-ii-full-equipado-_JM#position=24&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
74;Arriendo Abril A Diciembre Depto Amueblado En  Avda Del Mar;coquimbo;departamento;arriendo;Avenida Las Higueras Con Avda Del Mar, Avenida del Mar, La Serena, Coquimbo;0;0;65;62;0;0;4;2;2;1;0;0;0;0;0;550000;8461,538462;-29,90557;-71,27393;https://www.portalinmobiliario.com/MLC-1373257827-arriendo-abril-a-diciembre-depto-amueblado-en-avda-del-mar-_JM#position=25&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
75;Oceanic Vista Panorámica La Serena;coquimbo;departamento;arriendo;Oceanic Vista Panorámica La Serena, Avenida del Mar, La Serena, Coquimbo;P;10 años;70;64;Si;6;2;2;2;1;0;9;0;0;0;550000;7857,142857;-29,91027;-71,27458;https://www.portalinmobiliario.com/MLC-1527768320-oceanic-vista-panoramica-la-serena-_JM#position=26&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
76;Arriendo De Abril  A Diciembre Depto Amueblado Piso 07  Cond;coquimbo;departamento;arriendo;Avenida Pacifico 3119, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;540000;0;-29,92251;-71,27519;https://www.portalinmobiliario.com/MLC-1373257867-arriendo-de-abril-a-diciembre-depto-amueblado-piso-07-cond-_JM#position=27&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
77;Arriendo De Marzo A Diciembre Depto Amueblado En 2da Linea D;coquimbo;departamento;arriendo;Avenida Pacifico 4115, La Serena, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480000;0;-29,93029;-71,27795;https://www.portalinmobiliario.com/MLC-1542307346-arriendo-de-marzo-a-diciembre-depto-amueblado-en-2da-linea-d-_JM#position=28&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
78;Arriendo Departamento En La Herradura;coquimbo;departamento;arriendo;Ambrosio O'higgins, 759, Sindempart, Coquimbo, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;550000;0;-29,97763;-71,34566;https://www.portalinmobiliario.com/MLC-1536603170-arriendo-departamento-en-la-herradura-_JM#position=29&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
79;Federico Arcos 205;coquimbo;departamento;arriendo;Federico Arcos 205, Puerta del Mar, La Serena, Coquimbo;S;0;33;33;0;0;1;1;1;1;0;5;0;5;0;400000;12121,21212;-29,90258;-71,26024;https://www.portalinmobiliario.com/MLC-1371692155-federico-arcos-205-_JM#position=30&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
80;Ref:13375**          Arriendo Dep. 3d-2b-estacionamiento-bod;coquimbo;departamento;arriendo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;430000;0;28,61141;77,2183;https://www.portalinmobiliario.com/MLC-1373288981-ref13375-arriendo-dep-3d-2b-estacionamiento-bod-_JM#position=31&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
81;Amplio Departamento En Condominio Aguamarina ;coquimbo;departamento;arriendo;Amplio Departamento En Condominio Aguamarina, Avenida del Mar, La Serena, Coquimbo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1200000;0;-29,91473;-71,27521;https://www.portalinmobiliario.com/MLC-1373131979-amplio-departamento-en-condominio-aguamarina-_JM#position=32&search_layout=stack&type=item&tracking_id=2df981db-ea67-4600-882d-04bb4379aa85
